Reporting Area,MMWR Year,MMWR Week,"Spotted fever rickettsiosis, Confirmed, Current week","Spotted fever rickettsiosis, Confirmed, Current week, flag ","Spotted fever rickettsiosis, Confirmed, Previous 52 weeks Max†","Spotted fever rickettsiosis, Confirmed, Previous 52 weeks Max†, flag","Spotted fever rickettsiosis, Confirmed, Cum 2019†","Spotted fever rickettsiosis, Confirmed, Cum 2019†, flag","Spotted fever rickettsiosis, Confirmed, Cum 2018†","Spotted fever rickettsiosis, Confirmed, Cum 2018†, flag","Spotted fever rickettsiosis, Probable, Current week","Spotted fever rickettsiosis, Probable, Current week, flag","Spotted fever rickettsiosis, Probable, Previous 52 weeks Max†","Spotted fever rickettsiosis, Probable, Previous 52 weeks Max†, flag","Spotted fever rickettsiosis, Probable,  Cum 2019†","Spotted fever rickettsiosis, Probable,  Cum 2019†, flag","Spotted fever rickettsiosis, Probable,  Cum 2018†","Spotted fever rickettsiosis, Probable, Cum 2018†, flag","Smallpox, Current week","Smallpox, Current week, flag ","Smallpox, Previous 52 weeks Max†","Smallpox, Previous 52 weeks Max†, flag","Smallpox, Confirmed, Cum 2019†","Smallpox, Cum 2019†, flag","Smallpox, Cum 2018†","Smallpox, Cum 2018†, flag",Location 1,Location 2
ALABAMA,2019,8,,-,2,,,-,,-,,-,37,,19,,22,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
WEST SOUTH CENTRAL,2019,8,,-,2,,,-,,-,6,,50,,26,,13,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
OREGON,2019,8,,-,1,,,-,,-,,-,2,,1,,,-,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2019,9,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MOUNTAIN,2019,9,,-,2,,,-,1,,1,,5,,3,,3,,,-,0,,,-,,-,,MOUNTAIN
VERMONT,2019,9,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2019,9,,-,0,,,-,,-,,-,2,,1,,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
GEORGIA,2019,9,,-,1,,,-,,-,,-,4,,2,,6,,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
PUERTO RICO,2019,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2019,9,,-,1,,1,,,-,,-,10,,1,,8,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
OKLAHOMA,2019,9,,-,2,,,-,,-,,-,19,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2019,9,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSOURI,2019,9,,-,3,,,-,,-,,-,46,,5,,3,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
VIRGINIA,2019,9,,-,1,,,-,,-,,-,31,,13,,3,,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WEST SOUTH CENTRAL,2019,9,,-,2,,,-,,-,4,,50,,30,,17,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
CALIFORNIA,2019,9,,-,1,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MAINE,2019,9,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ALASKA,2019,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2019,9,,-,2,,,-,1,,,-,3,,,-,1,,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2019,9,,-,1,,1,,,-,1,,13,,4,,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
SOUTH ATLANTIC,2019,9,,-,5,,1,,1,,,-,68,,26,,37,,,-,0,,,-,,-,,SOUTH ATLANTIC
INDIANA,2019,9,,-,1,,,-,,-,,-,6,,,-,2,,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2019,9,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2019,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
COLORADO,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
WASHINGTON,2019,9,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
IDAHO,2019,9,,-,1,,,-,,-,1,,1,,3,,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
ALABAMA,2019,9,,-,2,,,-,,-,,-,37,,20,,29,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2019,9,,-,0,,,-,,-,,-,6,,2,,2,,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2019,9,,-,2,,,-,1,,,-,28,,3,,17,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK CITY,2019,9,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
NORTHERN MARIANA ISLANDS,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
EAST SOUTH CENTRAL,2019,9,,-,2,,,-,,-,,-,82,,25,,41,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
PENNSYLVANIA,2019,9,,-,1,,,-,,-,,-,4,,2,,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
TEXAS,2019,9,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
TOTAL,2019,9,,-,10,,3,,2,,6,,260,,106,,135,,,-,0,,,-,,-,,TOTAL
OHIO,2019,9,,-,1,,,-,,-,,-,5,,,-,3,,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MISSISSIPPI,2019,9,,-,1,,,-,,-,,-,11,,,-,3,,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ARKANSAS,2019,9,,-,0,,,-,,-,4,,49,,29,,16,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
U.S. VIRGIN ISLANDS,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
IOWA,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2019,9,,-,0,,,-,,-,,-,3,,2,,2,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
WYOMING,2019,9,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
RHODE ISLAND,2019,9,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2019,9,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
UTAH,2019,9,,-,1,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW ENGLAND,2019,9,,-,0,,,-,,-,,-,7,,3,,7,,,-,0,,,-,,-,,NEW ENGLAND
PACIFIC,2019,9,,-,1,,,-,,-,,-,3,,1,,2,,,-,0,,,-,,-,,PACIFIC
US RESIDENTS,2019,9,,-,10,,3,,2,,6,,260,,106,,135,,,-,0,,,-,,-,,US RESIDENTS
SOUTH CAROLINA,2019,9,,-,1,,,-,,-,,-,5,,1,,6,,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2019,9,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
KANSAS,2019,9,,-,2,,,-,,-,,-,16,,2,,1,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
AMERICAN SAMOA,2019,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
KENTUCKY,2019,9,,-,1,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MIDDLE ATLANTIC,2019,9,,-,1,,1,,,-,1,,14,,10,,10,,,-,0,,,-,,-,MIDDLE ATLANTIC,
HAWAII,2019,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
SOUTH DAKOTA,2019,9,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2019,9,,-,1,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MONTANA,2019,9,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
TENNESSEE,2019,9,,-,1,,,-,,-,,-,49,,5,,8,,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW JERSEY,2019,9,,-,1,,,-,,-,,-,9,,4,,10,,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WEST VIRGINIA,2019,9,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2019,9,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
EAST NORTH CENTRAL,2019,9,,-,2,,1,,,-,,-,24,,1,,14,,,-,0,,,-,,-,,EAST NORTH CENTRAL
MASSACHUSETTS,2019,9,,-,0,,,-,,-,,-,4,,,-,2,,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NON-US RESIDENTS,2019,9,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
MARYLAND,2019,9,,-,3,,1,,,-,,-,6,,4,,3,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WEST NORTH CENTRAL,2019,9,,-,3,,,-,,-,,-,58,,7,,4,,,-,0,,,-,,-,,WEST NORTH CENTRAL
FLORIDA,2019,9,,-,1,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
US TERRITORIES,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
WISCONSIN,2019,9,,-,1,,,-,,-,,-,4,,,-,1,,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
DISTRICT OF COLUMBIA,2019,9,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTHERN MARIANA ISLANDS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MISSISSIPPI,2019,10,,-,1,,,-,,-,,-,11,,,-,4,,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
HAWAII,2019,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2019,10,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2019,10,,-,2,,,-,,-,,-,37,,21,,33,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
GUAM,2019,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH DAKOTA,2019,10,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2019,10,1,,2,,1,,1,,,-,3,,,-,2,,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2019,10,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEVADA,2019,10,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
CONNECTICUT,2019,10,,-,0,,,-,,-,,-,3,,2,,2,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2019,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
DISTRICT OF COLUMBIA,2019,10,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PUERTO RICO,2019,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW ENGLAND,2019,10,,-,0,,,-,,-,,-,7,,3,,8,,,-,0,,,-,,-,,NEW ENGLAND
IDAHO,2019,10,,-,1,,,-,,-,,-,1,,3,,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
TOTAL,2019,10,3,,10,,6,,3,,9,,261,,117,,169,,,-,0,,,-,,-,,TOTAL
AMERICAN SAMOA,2019,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
EAST NORTH CENTRAL,2019,10,,-,2,,1,,,-,,-,24,,1,,15,,,-,0,,,-,,-,,EAST NORTH CENTRAL
WEST SOUTH CENTRAL,2019,10,,-,2,,,-,,-,7,,50,,37,,27,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
IOWA,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MIDDLE ATLANTIC,2019,10,2,,1,,3,,,-,1,,14,,11,,13,,,-,0,,,-,,-,MIDDLE ATLANTIC,
WEST NORTH CENTRAL,2019,10,,-,3,,,-,,-,1,,58,,8,,6,,,-,0,,,-,,-,,WEST NORTH CENTRAL
FLORIDA,2019,10,,-,1,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
KENTUCKY,2019,10,,-,1,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MONTANA,2019,10,,-,1,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MOUNTAIN,2019,10,1,,2,,1,,2,,,-,5,,3,,4,,,-,0,,,-,,-,,MOUNTAIN
NEW YORK CITY,2019,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
LOUISIANA,2019,10,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
SOUTH ATLANTIC,2019,10,,-,5,,1,,1,,,-,68,,27,,46,,,-,0,,,-,,-,,SOUTH ATLANTIC
NORTH CAROLINA,2019,10,,-,2,,,-,1,,,-,28,,4,,21,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
UTAH,2019,10,,-,1,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2019,10,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARKANSAS,2019,10,,-,0,,,-,,-,7,,49,,36,,25,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
OKLAHOMA,2019,10,,-,2,,,-,,-,,-,19,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2019,10,,-,1,,,-,,-,,-,4,,,-,2,,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2019,10,,-,1,,,-,,-,,-,5,,1,,7,,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2019,10,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
US RESIDENTS,2019,10,3,,10,,6,,3,,9,,261,,117,,169,,,-,0,,,-,,-,,US RESIDENTS
INDIANA,2019,10,,-,1,,,-,,-,,-,6,,,-,2,,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2019,10,,-,1,,,-,,-,,-,4,,2,,6,,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MARYLAND,2019,10,,-,3,,1,,,-,,-,6,,4,,4,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2019,10,,-,1,,1,,,-,,-,10,,1,,8,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
PENNSYLVANIA,2019,10,1,,1,,1,,,-,,-,4,,2,,1,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2019,10,,-,3,,,-,,-,1,,46,,6,,4,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NEW JERSEY,2019,10,,-,1,,,-,,-,,-,9,,4,,12,,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MAINE,2019,10,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TEXAS,2019,10,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2019,10,,-,1,,,-,,-,,-,31,,13,,6,,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
KANSAS,2019,10,,-,2,,,-,,-,,-,16,,2,,2,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MINNESOTA,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NON-US RESIDENTS,2019,10,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
CALIFORNIA,2019,10,,-,1,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2019,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WASHINGTON,2019,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2019,10,,-,1,,,-,,-,,-,5,,,-,3,,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
OREGON,2019,10,,-,1,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2019,10,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
PACIFIC,2019,10,,-,1,,,-,,-,,-,3,,1,,2,,,-,0,,,-,,-,,PACIFIC
U.S. VIRGIN ISLANDS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DELAWARE,2019,10,,-,0,,,-,,-,,-,6,,2,,2,,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2019,10,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW YORK,2019,10,1,,1,,2,,,-,1,,13,,5,,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
US TERRITORIES,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
VERMONT,2019,10,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MASSACHUSETTS,2019,10,,-,0,,,-,,-,,-,4,,,-,2,,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
TENNESSEE,2019,10,,-,1,,,-,,-,,-,49,,5,,10,,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
RHODE ISLAND,2019,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
EAST SOUTH CENTRAL,2019,10,,-,2,,,-,,-,,-,82,,26,,48,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
COLORADO,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2019,11,,-,2,,1,,2,,,-,3,,,-,2,,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
US TERRITORIES,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEBRASKA,2019,11,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2019,11,,-,2,,,-,1,,,-,28,,6,,23,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
EAST NORTH CENTRAL,2019,11,,-,2,,1,,,-,,-,24,,2,,16,,,-,0,,,-,,-,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,11,,-,3,,,-,,-,,-,58,,8,,8,,,-,0,,,-,,-,,WEST NORTH CENTRAL
OREGON,2019,11,,-,1,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NORTHERN MARIANA ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK CITY,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
MASSACHUSETTS,2019,11,,-,0,,,-,,-,,-,4,,,-,2,,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
LOUISIANA,2019,11,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
IDAHO,2019,11,,-,1,,,-,1,,,-,1,,3,,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
PACIFIC,2019,11,,-,1,,,-,,-,,-,3,,2,,4,,,-,0,,,-,,-,,PACIFIC
CONNECTICUT,2019,11,,-,0,,,-,,-,,-,3,,2,,2,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEW YORK,2019,11,,-,1,,2,,,-,,-,13,,5,,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW HAMPSHIRE,2019,11,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2019,11,,-,1,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
OHIO,2019,11,,-,1,,,-,,-,,-,5,,,-,3,,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MISSOURI,2019,11,,-,3,,,-,,-,,-,46,,6,,6,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
TOTAL,2019,11,,-,10,,6,,5,,9,,262,,137,,198,,,-,0,,,-,,-,,TOTAL
NEVADA,2019,11,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2019,11,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2019,11,,-,1,,,-,,-,,-,6,,,-,3,,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ARKANSAS,2019,11,,-,0,,,-,,-,7,,49,,44,,29,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MARYLAND,2019,11,,-,2,,1,,,-,,-,7,,4,,5,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEW MEXICO,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2019,11,,-,1,,,-,,-,,-,6,,1,,8,,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
DELAWARE,2019,11,,-,0,,,-,,-,,-,6,,2,,2,,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2019,11,,-,1,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MAINE,2019,11,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WASHINGTON,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST SOUTH CENTRAL,2019,11,,-,2,,,-,,-,7,,50,,45,,32,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
ALASKA,2019,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW ENGLAND,2019,11,,-,0,,,-,,-,,-,7,,3,,8,,,-,0,,,-,,-,,NEW ENGLAND
MINNESOTA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ILLINOIS,2019,11,,-,1,,1,,,-,,-,10,,2,,8,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2019,11,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
SOUTH ATLANTIC,2019,11,,-,4,,1,,1,,2,,68,,30,,54,,,-,0,,,-,,-,,SOUTH ATLANTIC
ALABAMA,2019,11,,-,2,,,-,,-,,-,37,,26,,41,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2019,11,,-,2,,,-,,-,,-,19,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
AMERICAN SAMOA,2019,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
FLORIDA,2019,11,,-,1,,,-,,-,,-,3,,,-,1,,,-,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2019,11,,-,1,,,-,,-,2,,31,,14,,9,,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
EAST SOUTH CENTRAL,2019,11,,-,2,,,-,,-,,-,82,,31,,58,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
